scene,prior,model_id,model,varying_parameter,fixed_parameter,from_value,to_value,rank_from,rank_to,rank_jump
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.05000000000000002,0.6625,0.6812499999999999,5,6,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.0,0.625,0.64375,4,5,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.0,0.6625,0.6812499999999999,5,6,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.04999999999999999,0.625,0.64375,4,5,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.04999999999999999,0.6625,0.6812499999999999,5,6,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.09999999999999998,0.625,0.64375,4,5,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.09999999999999998,0.6625,0.6812499999999999,5,6,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.14999999999999997,0.625,0.64375,4,5,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.14999999999999997,0.6625,0.6812499999999999,5,6,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.19999999999999996,0.60625,0.625,4,5,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.19999999999999996,0.6625,0.6812499999999999,5,6,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.24999999999999994,0.60625,0.625,4,5,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.24999999999999994,0.6625,0.6812499999999999,5,6,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.3,0.60625,0.625,4,5,1
dialogue,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.3,0.6625,0.6812499999999999,5,6,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.3,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.25,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.2,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.15,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.1,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.05000000000000002,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.0,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.04999999999999999,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.09999999999999998,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.14999999999999997,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.19999999999999996,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.24999999999999994,0.625,0.64375,1,2,1
dialogue,equal,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.3,0.625,0.64375,1,2,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,-0.3,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,-0.25,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,-0.2,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,-0.15,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,-0.1,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,-0.05000000000000002,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,0.0,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,0.04999999999999999,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,0.09999999999999998,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,0.14999999999999997,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,0.19999999999999996,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,0.24999999999999994,0.55,0.5687500000000001,6,7,1
dialogue,equal,qwen3_8_max,Qwen3.8-Max,alpha,0.3,0.55,0.5687500000000001,6,7,1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,-0.3,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,-0.25,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,-0.2,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,-0.15,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,-0.1,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,-0.05000000000000002,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,0.0,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,0.04999999999999999,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,0.09999999999999998,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,0.14999999999999997,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,0.19999999999999996,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,0.24999999999999994,0.60625,0.625,2,1,-1
dialogue,q1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",alpha,0.3,0.60625,0.625,2,1,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.3,0.5875,0.60625,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.3,0.625,0.64375,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.25,0.5875,0.60625,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.25,0.625,0.64375,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.2,0.5875,0.60625,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.2,0.625,0.64375,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.15,0.5875,0.60625,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.15,0.625,0.64375,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.1,0.5875,0.60625,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.1,0.625,0.64375,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.05000000000000002,0.5875,0.60625,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.05000000000000002,0.625,0.64375,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.0,0.5875,0.60625,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.0,0.625,0.64375,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.04999999999999999,0.5875,0.60625,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.04999999999999999,0.60625,0.625,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.09999999999999998,0.5875,0.60625,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.09999999999999998,0.60625,0.625,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.14999999999999997,0.5875,0.60625,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.14999999999999997,0.60625,0.625,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.19999999999999996,0.5687500000000001,0.5875,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.19999999999999996,0.60625,0.625,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.24999999999999994,0.5687500000000001,0.5875,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.24999999999999994,0.60625,0.625,6,5,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.3,0.5687500000000001,0.5875,7,6,-1
dialogue,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,0.3,0.60625,0.625,6,5,-1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.3,0.5687500000000001,0.5875,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.25,0.5687500000000001,0.5875,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.2,0.5687500000000001,0.5875,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.15,0.5687500000000001,0.5875,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.1,0.5687500000000001,0.5875,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.05000000000000002,0.5875,0.60625,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,0.0,0.5875,0.60625,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,0.04999999999999999,0.5875,0.60625,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,0.09999999999999998,0.5875,0.60625,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,0.14999999999999997,0.5875,0.60625,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,0.19999999999999996,0.5875,0.60625,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,0.24999999999999994,0.5875,0.60625,3,4,1
dialogue,q1,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,0.3,0.5875,0.60625,3,4,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.3,0.5875,0.60625,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.3,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.25,0.5875,0.60625,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.25,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.2,0.5875,0.60625,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.2,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.15,0.5875,0.60625,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.15,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.1,0.5875,0.60625,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.1,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.05000000000000002,0.5875,0.60625,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.05000000000000002,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.0,0.5875,0.60625,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.0,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.04999999999999999,0.5875,0.60625,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.04999999999999999,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.09999999999999998,0.5875,0.60625,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.09999999999999998,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.14999999999999997,0.5875,0.60625,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.14999999999999997,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.19999999999999996,0.5687500000000001,0.5875,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.19999999999999996,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.24999999999999994,0.5687500000000001,0.5875,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.24999999999999994,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.3,0.5687500000000001,0.5875,6,7,1
dialogue,q1,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,0.3,0.625,0.64375,7,6,-1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.3,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.25,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.2,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.15,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.1,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,-0.05000000000000002,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.0,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.04999999999999999,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.09999999999999998,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.14999999999999997,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.19999999999999996,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.24999999999999994,0.60625,0.625,1,2,1
dialogue,q1,gpt_5_6_sol_max,GPT-5.6 Sol (max),alpha,0.3,0.60625,0.625,1,2,1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,-0.3,0.5687500000000001,0.5875,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,-0.25,0.5687500000000001,0.5875,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,-0.2,0.5687500000000001,0.5875,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,-0.15,0.5687500000000001,0.5875,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,-0.1,0.5687500000000001,0.5875,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,-0.05000000000000002,0.5875,0.60625,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,0.0,0.5875,0.60625,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,0.04999999999999999,0.5875,0.60625,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,0.09999999999999998,0.5875,0.60625,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,0.14999999999999997,0.5875,0.60625,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,0.19999999999999996,0.5875,0.60625,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,0.24999999999999994,0.5875,0.60625,4,3,-1
dialogue,q1,kimi_k3_max,Kimi K3 (max reasoning),alpha,0.3,0.5875,0.60625,4,3,-1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,-0.3,0.625,0.64375,5,7,2
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,-0.25,0.625,0.64375,5,7,2
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,-0.2,0.625,0.64375,5,7,2
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,-0.15,0.625,0.64375,5,7,2
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,-0.1,0.625,0.64375,5,7,2
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,-0.05000000000000002,0.625,0.64375,5,7,2
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.0,0.625,0.64375,5,7,2
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.04999999999999999,0.60625,0.625,5,6,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.04999999999999999,0.625,0.64375,6,7,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.09999999999999998,0.60625,0.625,5,6,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.09999999999999998,0.625,0.64375,6,7,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.14999999999999997,0.60625,0.625,5,6,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.14999999999999997,0.625,0.64375,6,7,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.19999999999999996,0.60625,0.625,5,6,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.19999999999999996,0.625,0.64375,6,7,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.24999999999999994,0.60625,0.625,5,6,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.24999999999999994,0.625,0.64375,6,7,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.3,0.60625,0.625,5,6,1
dialogue,q1,qwen3_8_max,Qwen3.8-Max,alpha,0.3,0.625,0.64375,6,7,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.8,0.675,0.69375,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.75,0.675,0.69375,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.7000000000000001,0.675,0.69375,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.65,0.675,0.69375,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.6,0.675,0.69375,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.55,0.675,0.69375,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.5,0.65625,0.675,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.44999999999999996,0.65625,0.675,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.39999999999999997,0.65625,0.675,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.35,0.65625,0.675,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.29999999999999993,0.65625,0.675,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.2499999999999999,0.65625,0.675,5,6,1
research,equal,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.2,0.65625,0.675,5,6,1
research,equal,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,alpha,-0.44999999999999996,0.65625,0.675,10,9,-1
research,equal,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,alpha,-0.39999999999999997,0.675,0.69375,10,9,-1
research,equal,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,alpha,-0.35,0.675,0.69375,10,9,-1
research,equal,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,alpha,-0.29999999999999993,0.675,0.69375,10,9,-1
research,equal,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,alpha,-0.2499999999999999,0.675,0.69375,10,9,-1
research,equal,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,alpha,-0.2,0.69375,0.7125,10,9,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.8,0.675,0.69375,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.8,0.73125,0.75,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.75,0.675,0.69375,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.75,0.73125,0.75,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.7000000000000001,0.675,0.69375,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.7000000000000001,0.7125,0.73125,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.65,0.675,0.69375,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.65,0.7125,0.73125,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.6,0.675,0.69375,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.6,0.7125,0.73125,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.55,0.675,0.69375,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.55,0.7125,0.73125,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.5,0.65625,0.675,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.5,0.7125,0.73125,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.44999999999999996,0.65625,0.675,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.44999999999999996,0.7125,0.73125,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.39999999999999997,0.65625,0.675,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.39999999999999997,0.7125,0.73125,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.35,0.65625,0.675,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.35,0.7125,0.73125,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.29999999999999993,0.65625,0.675,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.29999999999999993,0.7125,0.73125,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.2499999999999999,0.65625,0.675,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.2499999999999999,0.7125,0.73125,5,4,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.2,0.65625,0.675,6,5,-1
research,equal,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,alpha,-0.2,0.7125,0.73125,5,4,-1
research,equal,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.44999999999999996,0.65625,0.675,9,10,1
research,equal,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.39999999999999997,0.675,0.69375,9,10,1
research,equal,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.35,0.675,0.69375,9,10,1
research,equal,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.29999999999999993,0.675,0.69375,9,10,1
research,equal,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.2499999999999999,0.675,0.69375,9,10,1
research,equal,gemini_3_1_pro_high,Gemini-3.1-Pro (High),alpha,-0.2,0.69375,0.7125,9,10,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.8,0.73125,0.75,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.75,0.73125,0.75,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.7000000000000001,0.7125,0.73125,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.65,0.7125,0.73125,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.6,0.7125,0.73125,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.55,0.7125,0.73125,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.5,0.7125,0.73125,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.44999999999999996,0.7125,0.73125,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.39999999999999997,0.7125,0.73125,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.35,0.7125,0.73125,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.29999999999999993,0.7125,0.73125,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.2499999999999999,0.7125,0.73125,4,5,1
research,equal,gpt_5_5_xhigh,GPT-5.5 (xhigh),alpha,-0.2,0.7125,0.73125,4,5,1
research,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.8,0.675,0.69375,5,6,1
research,q1,claude_opus_4_8_max,Claude Opus 4.8 (max),alpha,-0.75,0.675,0.69375,5,6,1
