bootstrap_id,source_bootstrap_id,model_id,model_name,model_base_name,model_setting,scenario,scenario_code,scenario_name,utility,source_version
480,q1_uncertainty_normal_approx_0480,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,General,General,大众日常通用对话,0.8619953528976386,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,General,General,大众日常通用对话,0.6518903889427168,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,General,General,大众日常通用对话,0.6815038871567513,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,General,General,大众日常通用对话,0.8893995178531906,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,General,General,大众日常通用对话,0.6390765187146257,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,General,General,大众日常通用对话,0.8388955680997455,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,General,General,大众日常通用对话,0.9394637504523741,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,General,General,大众日常通用对话,0.8783268214702391,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,General,General,大众日常通用对话,0.8655293058753235,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Coding,Coding,计算机代码开发,0.9810972119420842,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Coding,Coding,计算机代码开发,0.9316915759474631,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Coding,Coding,计算机代码开发,0.8130680749253479,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Coding,Coding,计算机代码开发,0.9599772264520524,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Coding,Coding,计算机代码开发,0.9365978349912871,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Coding,Coding,计算机代码开发,0.8898818349453876,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Coding,Coding,计算机代码开发,0.9048561400129637,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Coding,Coding,计算机代码开发,0.9425320447252306,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Coding,Coding,计算机代码开发,0.9824665737571301,Q2_SCENARIO_UTILITY_v1.0
480,q1_uncertainty_normal_approx_0480,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Coding,Coding,计算机代码开发,0.9444618879026557,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Research,Research,科研长文本分析,0.8942136807529962,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Research,Research,科研长文本分析,0.8438674420009264,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Research,Research,科研长文本分析,0.7596588275946082,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Research,Research,科研长文本分析,0.8495797613971814,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Research,Research,科研长文本分析,0.7740048418819835,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Research,Research,科研长文本分析,0.8022779379427836,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Research,Research,科研长文本分析,0.8480768868378007,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Research,Research,科研长文本分析,0.8599376886662572,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Research,Research,科研长文本分析,0.8642874050786481,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Research,Research,科研长文本分析,0.8343302995731575,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",General,General,大众日常通用对话,0.9095590372515342,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,General,General,大众日常通用对话,0.7912161482221317,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,General,General,大众日常通用对话,0.6221148240855331,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,General,General,大众日常通用对话,0.6335834337005727,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,General,General,大众日常通用对话,0.829542523717819,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,General,General,大众日常通用对话,0.6331925362135576,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,General,General,大众日常通用对话,0.7786858268006304,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,General,General,大众日常通用对话,0.903568445456524,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,General,General,大众日常通用对话,0.8216962129242935,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,General,General,大众日常通用对话,0.8475799203133196,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Coding,Coding,计算机代码开发,0.9346386653117272,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Coding,Coding,计算机代码开发,0.878932844681871,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Coding,Coding,计算机代码开发,0.8561866296042043,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Coding,Coding,计算机代码开发,0.854429776976818,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Coding,Coding,计算机代码开发,0.8966659309424937,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Coding,Coding,计算机代码开发,0.8143841176210319,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Coding,Coding,计算机代码开发,0.8596449116666532,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Coding,Coding,计算机代码开发,0.888402285448739,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Coding,Coding,计算机代码开发,0.9902448257500996,Q2_SCENARIO_UTILITY_v1.0
481,q1_uncertainty_normal_approx_0481,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Coding,Coding,计算机代码开发,0.8860136125913858,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Research,Research,科研长文本分析,0.9124506070648526,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Research,Research,科研长文本分析,0.8294541637451518,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Research,Research,科研长文本分析,0.753775305757166,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Research,Research,科研长文本分析,0.8378315306345849,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Research,Research,科研长文本分析,0.8097705991662413,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Research,Research,科研长文本分析,0.7708168145914144,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Research,Research,科研长文本分析,0.8379569057340668,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Research,Research,科研长文本分析,0.8450719679951353,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Research,Research,科研长文本分析,0.854634939190438,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Research,Research,科研长文本分析,0.8229627129965033,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",General,General,大众日常通用对话,0.9570501110988676,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,General,General,大众日常通用对话,0.8180521300856948,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,General,General,大众日常通用对话,0.604785212618526,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,General,General,大众日常通用对话,0.6226545300411185,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,General,General,大众日常通用对话,0.8421379778432347,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,General,General,大众日常通用对话,0.597831630973223,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,General,General,大众日常通用对话,0.7921775287632192,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,General,General,大众日常通用对话,0.8681498872139664,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,General,General,大众日常通用对话,0.8308154824873425,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,General,General,大众日常通用对话,0.8338634471083582,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Coding,Coding,计算机代码开发,0.9763684670877932,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Coding,Coding,计算机代码开发,0.8956470616937995,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Coding,Coding,计算机代码开发,0.8069194091460219,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Coding,Coding,计算机代码开发,0.9325155032727277,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Coding,Coding,计算机代码开发,0.9332253682872287,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Coding,Coding,计算机代码开发,0.8408997836804386,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Coding,Coding,计算机代码开发,0.8917453577005771,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Coding,Coding,计算机代码开发,0.9548160133795311,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Coding,Coding,计算机代码开发,0.9968143940942011,Q2_SCENARIO_UTILITY_v1.0
482,q1_uncertainty_normal_approx_0482,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Coding,Coding,计算机代码开发,0.9338755661708974,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Research,Research,科研长文本分析,0.9311220076657153,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Research,Research,科研长文本分析,0.9036000690405509,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Research,Research,科研长文本分析,0.8915955753943122,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Research,Research,科研长文本分析,0.8247274798594519,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Research,Research,科研长文本分析,0.8382444829129909,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Research,Research,科研长文本分析,0.8687768598908888,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Research,Research,科研长文本分析,0.9320318130776597,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Research,Research,科研长文本分析,0.9464252805184397,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Research,Research,科研长文本分析,0.9478673779658195,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Research,Research,科研长文本分析,0.8748138214448752,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",General,General,大众日常通用对话,0.887414450710179,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,General,General,大众日常通用对话,0.8095210441175555,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,General,General,大众日常通用对话,0.6691932913989749,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,General,General,大众日常通用对话,0.6296142083404184,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,General,General,大众日常通用对话,0.8417982689643456,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,General,General,大众日常通用对话,0.6609980891035151,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,General,General,大众日常通用对话,0.860360039182091,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,General,General,大众日常通用对话,0.9601828516925909,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,General,General,大众日常通用对话,0.8788026094188618,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,General,General,大众日常通用对话,0.8125945496621879,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Coding,Coding,计算机代码开发,0.9561962054273262,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Coding,Coding,计算机代码开发,0.8729854491842829,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Coding,Coding,计算机代码开发,0.7751395272198873,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Coding,Coding,计算机代码开发,0.890744348652405,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Coding,Coding,计算机代码开发,0.9028665436872478,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Coding,Coding,计算机代码开发,0.8593960652739124,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Coding,Coding,计算机代码开发,0.8740151027742141,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Coding,Coding,计算机代码开发,0.9040654757028893,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Coding,Coding,计算机代码开发,0.9607917451213303,Q2_SCENARIO_UTILITY_v1.0
483,q1_uncertainty_normal_approx_0483,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Coding,Coding,计算机代码开发,0.9072156078960629,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Research,Research,科研长文本分析,0.7904755709164828,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Research,Research,科研长文本分析,0.7686655219516414,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Research,Research,科研长文本分析,0.756987581692868,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Research,Research,科研长文本分析,0.8854728146547478,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Research,Research,科研长文本分析,0.7182337063131963,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Research,Research,科研长文本分析,0.7312997517880457,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Research,Research,科研长文本分析,0.7728674252527765,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Research,Research,科研长文本分析,0.781091030491266,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Research,Research,科研长文本分析,0.8044261519917547,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Research,Research,科研长文本分析,0.7367187394282966,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",General,General,大众日常通用对话,0.8889737855139395,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,General,General,大众日常通用对话,0.7898373551371991,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,General,General,大众日常通用对话,0.6330798946408112,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,General,General,大众日常通用对话,0.6608124907332039,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,General,General,大众日常通用对话,0.8115464421073105,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,General,General,大众日常通用对话,0.6227673373036152,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,General,General,大众日常通用对话,0.7809881835081943,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,General,General,大众日常通用对话,0.8931334781547818,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,General,General,大众日常通用对话,0.8421928127713417,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,General,General,大众日常通用对话,0.8009063160417822,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Coding,Coding,计算机代码开发,0.9635610891423069,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Coding,Coding,计算机代码开发,0.9319665286135721,Q2_SCENARIO_UTILITY_v1.0
484,q1_uncertainty_normal_approx_0484,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Coding,Coding,计算机代码开发,0.8881769795380039,Q2_SCENARIO_UTILITY_v1.0
