bootstrap_id,source_bootstrap_id,model_id,model_name,model_base_name,model_setting,scenario,scenario_code,scenario_name,utility,source_version
800,q1_uncertainty_normal_approx_0800,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Coding,Coding,计算机代码开发,0.8138963935160242,Q2_SCENARIO_UTILITY_v1.0
800,q1_uncertainty_normal_approx_0800,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Coding,Coding,计算机代码开发,0.8934325088963475,Q2_SCENARIO_UTILITY_v1.0
800,q1_uncertainty_normal_approx_0800,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Coding,Coding,计算机代码开发,0.9184771291697572,Q2_SCENARIO_UTILITY_v1.0
800,q1_uncertainty_normal_approx_0800,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Coding,Coding,计算机代码开发,0.9688117752319215,Q2_SCENARIO_UTILITY_v1.0
800,q1_uncertainty_normal_approx_0800,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Coding,Coding,计算机代码开发,0.900968944992569,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Research,Research,科研长文本分析,0.9451597958631693,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Research,Research,科研长文本分析,0.8959639435406656,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Research,Research,科研长文本分析,0.8260645989824094,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Research,Research,科研长文本分析,0.8536211077376609,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Research,Research,科研长文本分析,0.8517066766939164,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Research,Research,科研长文本分析,0.8417218359627754,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Research,Research,科研长文本分析,0.8973372961373394,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Research,Research,科研长文本分析,0.8931855754648358,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Research,Research,科研长文本分析,0.9131746890445763,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Research,Research,科研长文本分析,0.8610312532443483,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",General,General,大众日常通用对话,0.9726396914431219,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,General,General,大众日常通用对话,0.8632450311650918,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,General,General,大众日常通用对话,0.6415502570528313,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,General,General,大众日常通用对话,0.6345773669435346,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,General,General,大众日常通用对话,0.870010177860294,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,General,General,大众日常通用对话,0.6388503973169494,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,General,General,大众日常通用对话,0.8436718433974307,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,General,General,大众日常通用对话,0.9072933220044024,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,General,General,大众日常通用对话,0.8887109859866297,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,General,General,大众日常通用对话,0.8507529745601901,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Coding,Coding,计算机代码开发,0.9406702403315954,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Coding,Coding,计算机代码开发,0.8638467926492085,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Coding,Coding,计算机代码开发,0.8193751133151694,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Coding,Coding,计算机代码开发,0.9737318121179551,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Coding,Coding,计算机代码开发,0.8786735293278831,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Coding,Coding,计算机代码开发,0.8262652999722137,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Coding,Coding,计算机代码开发,0.8335390779994023,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Coding,Coding,计算机代码开发,0.9135383586577556,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Coding,Coding,计算机代码开发,0.9390225807572805,Q2_SCENARIO_UTILITY_v1.0
801,q1_uncertainty_normal_approx_0801,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Coding,Coding,计算机代码开发,0.8983377072618759,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Research,Research,科研长文本分析,0.9564434375773092,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Research,Research,科研长文本分析,0.9459808050650326,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Research,Research,科研长文本分析,0.8866393724349352,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Research,Research,科研长文本分析,0.9044631706717576,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Research,Research,科研长文本分析,0.8702053416029715,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Research,Research,科研长文本分析,0.8909286896503587,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Research,Research,科研长文本分析,0.9560764734574938,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Research,Research,科研长文本分析,0.9707681294906754,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Research,Research,科研长文本分析,0.9558176402866838,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Research,Research,科研长文本分析,0.8740974712492048,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",General,General,大众日常通用对话,0.9541208921935123,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,General,General,大众日常通用对话,0.8522520147961122,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,General,General,大众日常通用对话,0.6752313533736901,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,General,General,大众日常通用对话,0.6772836621306612,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,General,General,大众日常通用对话,0.893434160316924,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,General,General,大众日常通用对话,0.6768401740249297,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,General,General,大众日常通用对话,0.9065862217789862,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,General,General,大众日常通用对话,0.9837953563802115,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,General,General,大众日常通用对话,0.9619581214592258,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,General,General,大众日常通用对话,0.8640526943018173,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Coding,Coding,计算机代码开发,0.9731496708952994,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Coding,Coding,计算机代码开发,0.9039112004189349,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Coding,Coding,计算机代码开发,0.7698402064676371,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Coding,Coding,计算机代码开发,0.8853169024939554,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Coding,Coding,计算机代码开发,0.9026432379210625,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Coding,Coding,计算机代码开发,0.833799859367773,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Coding,Coding,计算机代码开发,0.8709753211738888,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Coding,Coding,计算机代码开发,0.939276793131053,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Coding,Coding,计算机代码开发,0.9774882222861454,Q2_SCENARIO_UTILITY_v1.0
802,q1_uncertainty_normal_approx_0802,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Coding,Coding,计算机代码开发,0.8915416825720526,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Research,Research,科研长文本分析,0.92915022474884,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Research,Research,科研长文本分析,0.8735489946816822,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Research,Research,科研长文本分析,0.8394972170474759,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Research,Research,科研长文本分析,0.8866990739357633,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Research,Research,科研长文本分析,0.8401978792263463,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Research,Research,科研长文本分析,0.8284198958285001,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Research,Research,科研长文本分析,0.8847493501206712,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Research,Research,科研长文本分析,0.8906650684449157,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Research,Research,科研长文本分析,0.9063293469148519,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Research,Research,科研长文本分析,0.8555869184047246,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",General,General,大众日常通用对话,0.939621003348881,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,General,General,大众日常通用对话,0.85413355851395,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,General,General,大众日常通用对话,0.6440629049741492,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,General,General,大众日常通用对话,0.6627676157111192,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,General,General,大众日常通用对话,0.8901873383207188,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,General,General,大众日常通用对话,0.645555997650632,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,General,General,大众日常通用对话,0.837191453060054,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,General,General,大众日常通用对话,0.9228067361411024,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,General,General,大众日常通用对话,0.8764730561735733,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,General,General,大众日常通用对话,0.8564481806552992,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Coding,Coding,计算机代码开发,0.8975932696296159,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Coding,Coding,计算机代码开发,0.8355312295493935,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Coding,Coding,计算机代码开发,0.7187214664929371,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Coding,Coding,计算机代码开发,0.966264944599836,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Coding,Coding,计算机代码开发,0.8611560676375977,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Coding,Coding,计算机代码开发,0.7954087496012469,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Coding,Coding,计算机代码开发,0.813747040904909,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Coding,Coding,计算机代码开发,0.9134103616196745,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Coding,Coding,计算机代码开发,0.92210153266337,Q2_SCENARIO_UTILITY_v1.0
803,q1_uncertainty_normal_approx_0803,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Coding,Coding,计算机代码开发,0.8617890537640396,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Research,Research,科研长文本分析,0.9259566596382329,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Research,Research,科研长文本分析,0.8741050968575467,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Research,Research,科研长文本分析,0.8362603366142937,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Research,Research,科研长文本分析,0.8468691770007005,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Research,Research,科研长文本分析,0.862440466889085,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Research,Research,科研长文本分析,0.8347405193424351,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Research,Research,科研长文本分析,0.8844851789409013,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Research,Research,科研长文本分析,0.883542842749415,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Research,Research,科研长文本分析,0.9014331087406268,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Research,Research,科研长文本分析,0.8451690512768714,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",General,General,大众日常通用对话,0.9415973929533208,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,General,General,大众日常通用对话,0.8657060419092635,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,General,General,大众日常通用对话,0.6441003325187427,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,General,General,大众日常通用对话,0.6316947614379049,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,General,General,大众日常通用对话,0.8702881822370996,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,General,General,大众日常通用对话,0.6473789922699498,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,General,General,大众日常通用对话,0.8756935074360123,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,General,General,大众日常通用对话,0.9057543224950282,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,General,General,大众日常通用对话,0.8935190368603952,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,General,General,大众日常通用对话,0.8560983844482167,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Coding,Coding,计算机代码开发,0.9728919877287449,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Coding,Coding,计算机代码开发,0.9074015558184353,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Coding,Coding,计算机代码开发,0.7675613281019553,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Coding,Coding,计算机代码开发,0.9615627788565124,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Coding,Coding,计算机代码开发,0.9117650357467638,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Coding,Coding,计算机代码开发,0.8074232302017761,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Coding,Coding,计算机代码开发,0.8637553297666153,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,gpt_5_6_sol_max,GPT-5.6 Sol (max),GPT-5.6 Sol,max,Coding,Coding,计算机代码开发,0.9118404924222088,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,kimi_k3_max,Kimi K3 (max reasoning),Kimi K3,max reasoning,Coding,Coding,计算机代码开发,0.9615435392269234,Q2_SCENARIO_UTILITY_v1.0
804,q1_uncertainty_normal_approx_0804,qwen3_8_max,Qwen3.8-Max,Qwen3.8,Max,Coding,Coding,计算机代码开发,0.905715596376864,Q2_SCENARIO_UTILITY_v1.0
805,q1_uncertainty_normal_approx_0805,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",Claude Fable 5,"max, with fallback",Research,Research,科研长文本分析,0.9403109118866243,Q2_SCENARIO_UTILITY_v1.0
805,q1_uncertainty_normal_approx_0805,claude_opus_4_8_max,Claude Opus 4.8 (max),Claude Opus 4.8,max,Research,Research,科研长文本分析,0.9212499147348704,Q2_SCENARIO_UTILITY_v1.0
805,q1_uncertainty_normal_approx_0805,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,DeepSeek-V4-Flash,Max,Research,Research,科研长文本分析,0.8448553748336458,Q2_SCENARIO_UTILITY_v1.0
805,q1_uncertainty_normal_approx_0805,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,DeepSeek-V4-Pro,Max,Research,Research,科研长文本分析,0.9041509103051938,Q2_SCENARIO_UTILITY_v1.0
805,q1_uncertainty_normal_approx_0805,gemini_3_1_pro_high,Gemini-3.1-Pro (High),Gemini-3.1-Pro,High,Research,Research,科研长文本分析,0.8357334105461439,Q2_SCENARIO_UTILITY_v1.0
805,q1_uncertainty_normal_approx_0805,glm_5_2_max,GLM-5.2 (max),GLM-5.2,max,Research,Research,科研长文本分析,0.8793829115077879,Q2_SCENARIO_UTILITY_v1.0
805,q1_uncertainty_normal_approx_0805,gpt_5_5_xhigh,GPT-5.5 (xhigh),GPT-5.5,xhigh,Research,Research,科研长文本分析,0.9292444555827034,Q2_SCENARIO_UTILITY_v1.0
