bootstrap,model_id,overall_score,rank
42,gpt_5_5_xhigh,46.05164967803843,6
42,qwen3_8_max,44.872886635065676,7
42,deepseek_v4_pro_max,38.36124896739322,8
42,deepseek_v4_flash_max,37.24955466152562,9
42,kimi_k3_max,28.286164783511424,10
43,claude_fable_5_max,80.20257241819357,1
43,deepseek_v4_flash_max,60.12919858464929,2
43,claude_opus_4_8_max,59.085789826552116,3
43,gpt_5_5_xhigh,57.63866328993432,4
43,gemini_3_1_pro_high,54.1720991861107,5
43,gpt_5_6_sol_max,47.26091976434824,6
43,glm_5_2_max,33.193235621455216,7
43,kimi_k3_max,32.87228768410151,8
43,deepseek_v4_pro_max,30.481781048829927,9
43,qwen3_8_max,26.732282989563146,10
44,claude_fable_5_max,76.58005005136445,1
44,gpt_5_5_xhigh,60.291799235748435,2
44,claude_opus_4_8_max,59.13881544404548,3
44,qwen3_8_max,54.996606629101144,4
44,gpt_5_6_sol_max,47.20277158875833,5
44,gemini_3_1_pro_high,46.950540588316684,6
44,deepseek_v4_pro_max,41.55435102269685,7
44,glm_5_2_max,37.63923139184888,8
44,kimi_k3_max,28.784527402333897,9
44,deepseek_v4_flash_max,16.235571468020446,10
45,glm_5_2_max,69.3671198636754,1
45,deepseek_v4_pro_max,65.48898467083465,2
45,gemini_3_1_pro_high,58.896738122509475,3
45,deepseek_v4_flash_max,56.91041700890328,4
45,claude_fable_5_max,54.262293675584175,5
45,qwen3_8_max,53.07644626057559,6
45,claude_opus_4_8_max,52.56112461060283,7
45,gpt_5_6_sol_max,49.866153309960694,8
45,kimi_k3_max,42.017896424690605,9
45,gpt_5_5_xhigh,32.692208019480674,10
46,deepseek_v4_pro_max,82.85890413110445,1
46,claude_opus_4_8_max,53.46646643074182,2
46,gpt_5_5_xhigh,51.093772170631006,3
46,kimi_k3_max,50.59222024374819,4
46,qwen3_8_max,49.182684679606844,5
46,claude_fable_5_max,47.31948152257307,6
46,gemini_3_1_pro_high,46.43912861091855,7
46,gpt_5_6_sol_max,42.61195209071494,8
46,glm_5_2_max,31.97408926148642,9
46,deepseek_v4_flash_max,15.827168229289732,10
47,gemini_3_1_pro_high,64.61473236153782,1
47,claude_fable_5_max,63.333799664685294,2
47,gpt_5_6_sol_max,56.34390217263946,3
47,deepseek_v4_flash_max,51.849115261173466,4
47,claude_opus_4_8_max,38.250551349663866,5
47,qwen3_8_max,36.694491917700226,6
47,gpt_5_5_xhigh,32.10893113296851,7
47,deepseek_v4_pro_max,29.071911753533158,8
47,kimi_k3_max,19.612801542603762,9
47,glm_5_2_max,18.339616839139513,10
48,deepseek_v4_pro_max,77.93432091464818,1
48,gpt_5_6_sol_max,62.795044493331005,2
48,gemini_3_1_pro_high,52.702710185749396,3
48,claude_fable_5_max,51.281909725087175,4
48,kimi_k3_max,49.912899704875755,5
48,claude_opus_4_8_max,47.89262881875884,6
48,gpt_5_5_xhigh,47.56328224205452,7
48,glm_5_2_max,40.579021747584,8
48,deepseek_v4_flash_max,27.980638875954686,9
