bootstrap,dimension,converged,message
519,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
519,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
519,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
519,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
519,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
520,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
520,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
520,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
520,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
520,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
521,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
521,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
521,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
521,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
521,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
522,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
522,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
522,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
522,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
522,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
523,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
523,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
523,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
523,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
523,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
524,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
524,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
524,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
524,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
524,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
525,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
525,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
525,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
525,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
525,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
526,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
526,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
526,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
526,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
526,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
527,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
527,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
527,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
527,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
527,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
528,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
528,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
528,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
528,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
528,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
529,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
529,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
529,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
529,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
529,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
530,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
530,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
530,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
530,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
530,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
531,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
531,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
531,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
531,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
531,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
532,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
532,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
532,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
532,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
532,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
533,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
533,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
533,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
533,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
533,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
534,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
534,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
534,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
534,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
534,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
535,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
535,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
535,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
535,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
535,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
536,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
536,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
536,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
536,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
536,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
537,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
537,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
537,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
537,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
537,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
538,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
538,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
538,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
538,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
538,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
539,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
539,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
539,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
539,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
539,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
540,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
540,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
540,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
540,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
540,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
541,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
541,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
541,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
541,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
541,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
542,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
542,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
542,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
542,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
542,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
543,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
543,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
543,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
543,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
543,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
544,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
544,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
544,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
544,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
544,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
545,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
545,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
545,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
545,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
545,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
546,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
546,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
546,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
546,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
546,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
547,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
547,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
547,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
547,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
547,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
548,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
548,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
548,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
548,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
548,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
549,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
549,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
549,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
549,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
549,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
550,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
550,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
550,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
550,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
550,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
551,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
551,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
551,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
551,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
551,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
552,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
552,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
552,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
552,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
552,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
553,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
553,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
553,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
553,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
553,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
554,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
554,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
554,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
554,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
554,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
555,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
555,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
555,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
555,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
555,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
556,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
556,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
556,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
556,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
556,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
557,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
557,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
557,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
557,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
557,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
558,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
558,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
558,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
558,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
558,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
559,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
559,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
559,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
559,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
559,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
560,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
560,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
560,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
560,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
560,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
561,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
561,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
561,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
561,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
561,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
562,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
562,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
562,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
562,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
562,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
563,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
563,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
563,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
563,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
563,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
564,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
564,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
564,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
564,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
564,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
565,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
565,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
565,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
565,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
565,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
566,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
566,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
566,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
566,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
566,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
567,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
567,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
567,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
567,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
567,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
568,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
568,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
568,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
568,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
568,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
569,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
569,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
569,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
569,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
569,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
570,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
570,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
570,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
570,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
570,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
571,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
571,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
571,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
571,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
571,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
572,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
572,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
572,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
572,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
572,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
573,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
573,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
573,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
573,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
573,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
574,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
574,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
574,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
574,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
574,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
575,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
575,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
575,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
575,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
575,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
576,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
576,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
576,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
576,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
576,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
577,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
577,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
577,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
577,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
577,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
578,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
578,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
578,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
578,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
578,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
579,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
579,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
579,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
579,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
579,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
580,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
580,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
580,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
580,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
580,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
581,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
581,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
581,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
581,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
581,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
582,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
582,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
582,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
582,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
582,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
583,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
583,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
583,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
583,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
583,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
584,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
584,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
584,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
584,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
584,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
585,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
585,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
585,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
585,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
585,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
586,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
586,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
586,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
586,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
586,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
587,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
