bootstrap,dimension,converged,message
904,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
904,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
904,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
905,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
905,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
905,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
905,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
905,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
906,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
906,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
906,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
906,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
906,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
907,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
907,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
907,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
907,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
907,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
908,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
908,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
908,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
908,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
908,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
909,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
909,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
909,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
909,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
909,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
910,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
910,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
910,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
910,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
910,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
911,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
911,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
911,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
911,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
911,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
912,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
912,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
912,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
912,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
912,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
913,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
913,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
913,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
913,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
913,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
914,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
914,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
914,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
914,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
914,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
915,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
915,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
915,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
915,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
915,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
916,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
916,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
916,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
916,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
916,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
917,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
917,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
917,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
917,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
917,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
918,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
918,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
918,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
918,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
918,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
919,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
919,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
919,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
919,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
919,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
920,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
920,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
920,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
920,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
920,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
921,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
921,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
921,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
921,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
921,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
922,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
922,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
922,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
922,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
922,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
923,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
923,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
923,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
923,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
923,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
924,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
924,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
924,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
924,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
924,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
925,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
925,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
925,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
925,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
925,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
926,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
926,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
926,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
926,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
926,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
927,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
927,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
927,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
927,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
927,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
928,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
928,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
928,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
928,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
928,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
929,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
929,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
929,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
929,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
929,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
930,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
930,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
930,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
930,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
930,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
931,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
931,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
931,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
931,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
931,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
932,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
932,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
932,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
932,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
932,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
933,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
933,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
933,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
933,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
933,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
934,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
934,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
934,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
934,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
934,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
935,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
935,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
935,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
935,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
935,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
936,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
936,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
936,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
936,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
936,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
937,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
937,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
937,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
937,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
937,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
938,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
938,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
938,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
938,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
938,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
939,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
939,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
939,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
939,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
939,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
940,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
940,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
940,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
940,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
940,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
941,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
941,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
941,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
941,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
941,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
942,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
942,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
942,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
942,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
942,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
943,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
943,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
943,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
943,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
943,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
944,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
944,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
944,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
944,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
944,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
945,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
945,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
945,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
945,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
945,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
946,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
946,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
946,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
946,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
946,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
947,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
947,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
947,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
947,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
947,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
948,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
948,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
948,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
948,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
948,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
949,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
949,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
949,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
949,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
949,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
950,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
950,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
950,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
950,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
950,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
951,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
951,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
951,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
951,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
951,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
952,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
952,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
952,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
952,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
952,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
953,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
953,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
953,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
953,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
953,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
954,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
954,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
954,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
954,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
954,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
955,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
955,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
955,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
955,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
955,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
956,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
956,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
956,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
956,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
956,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
957,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
957,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
957,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
957,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
957,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
958,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
958,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
958,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
958,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
958,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
959,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
959,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
959,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
959,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
959,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
960,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
960,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
960,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
960,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
960,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
961,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
961,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
961,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
961,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
961,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
962,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
962,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
962,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
962,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
962,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
963,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
963,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
963,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
963,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
963,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
964,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
964,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
964,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
964,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
964,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
965,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
965,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
965,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
965,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
965,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
966,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
966,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
966,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
966,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
966,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
967,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
967,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
967,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
967,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
967,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
968,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
968,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
968,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
968,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
968,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
969,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
969,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
969,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
969,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
969,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
970,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
970,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
970,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
970,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
970,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
971,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
971,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
971,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
971,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
971,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
972,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
972,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
972,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
