bootstrap,model_id,overall_score,rank
375,gpt_5_5_xhigh,36.826181292804115,6
375,deepseek_v4_pro_max,27.464696655044687,7
375,glm_5_2_max,21.520645708030333,8
375,claude_opus_4_8_max,18.81242666402222,9
375,deepseek_v4_flash_max,16.3096369303065,10
376,claude_opus_4_8_max,81.5101472501489,1
376,gpt_5_5_xhigh,76.7541454359023,2
376,gpt_5_6_sol_max,50.6973879813808,3
376,qwen3_8_max,50.51277414027477,4
376,gemini_3_1_pro_high,44.27189313066868,5
376,kimi_k3_max,43.79533848601962,6
376,claude_fable_5_max,28.801654075792687,7
376,deepseek_v4_pro_max,27.949144966074694,8
376,glm_5_2_max,27.79450131913174,9
376,deepseek_v4_flash_max,5.6857863671386095,10
377,claude_opus_4_8_max,78.8725222741945,1
377,kimi_k3_max,65.8244576158099,2
377,gpt_5_6_sol_max,50.765425496934434,3
377,qwen3_8_max,50.108478368949875,4
377,claude_fable_5_max,35.155474033404204,5
377,deepseek_v4_pro_max,32.54623727453965,6
377,deepseek_v4_flash_max,32.51595343809061,7
377,gemini_3_1_pro_high,30.44636869360724,8
377,glm_5_2_max,30.427549901322074,9
377,gpt_5_5_xhigh,14.439014273590434,10
378,claude_fable_5_max,84.19088692187336,1
378,gemini_3_1_pro_high,51.19493049286749,2
378,gpt_5_6_sol_max,48.539787497566,3
378,kimi_k3_max,45.217329223554785,4
378,qwen3_8_max,38.8333626746866,5
378,deepseek_v4_flash_max,33.09582316891101,6
378,claude_opus_4_8_max,21.79260283996919,7
378,gpt_5_5_xhigh,16.285125719686917,8
378,glm_5_2_max,12.77324949778664,9
378,deepseek_v4_pro_max,8.186426675455557,10
379,gpt_5_6_sol_max,71.296422464825,1
379,claude_fable_5_max,59.44620505851181,2
379,gpt_5_5_xhigh,43.699279290928764,3
379,deepseek_v4_flash_max,41.87477667790131,4
379,gemini_3_1_pro_high,34.13892225236914,5
379,qwen3_8_max,31.958827810119836,6
379,kimi_k3_max,26.927425890298217,7
379,glm_5_2_max,25.302879400554772,8
379,claude_opus_4_8_max,18.658024524482073,9
379,deepseek_v4_pro_max,9.01770630804909,10
380,kimi_k3_max,57.937699161956175,1
380,gemini_3_1_pro_high,50.399422807810296,2
380,deepseek_v4_pro_max,47.768538175759915,3
380,gpt_5_6_sol_max,46.251145884208164,4
380,claude_opus_4_8_max,41.68925465737497,5
380,qwen3_8_max,38.67546682826307,6
380,claude_fable_5_max,34.37386302118607,7
380,gpt_5_5_xhigh,33.181156342922975,8
380,deepseek_v4_flash_max,16.947900613267926,9
380,glm_5_2_max,16.260900311693664,10
381,gemini_3_1_pro_high,55.07837771704533,1
381,gpt_5_6_sol_max,53.85878527437657,2
381,claude_fable_5_max,46.56754809742253,3
381,kimi_k3_max,42.350697290595164,4
381,claude_opus_4_8_max,36.329319841268564,5
381,deepseek_v4_pro_max,32.42321636164047,6
381,qwen3_8_max,31.91534503264844,7
381,gpt_5_5_xhigh,24.776383443502834,8
381,glm_5_2_max,22.16725305951371,9
381,deepseek_v4_flash_max,11.066414323615989,10
382,kimi_k3_max,80.50740357100452,1
382,gpt_5_6_sol_max,59.07626831584015,2
382,claude_fable_5_max,48.43724460050729,3
382,qwen3_8_max,47.619905921781296,4
382,deepseek_v4_flash_max,39.30723703108034,5
382,glm_5_2_max,37.88102249031072,6
382,gemini_3_1_pro_high,30.812201995655137,7
382,claude_opus_4_8_max,29.166336765317432,8
382,gpt_5_5_xhigh,26.076694183737033,9
382,deepseek_v4_pro_max,9.878488161209528,10
383,claude_opus_4_8_max,81.42502230223539,1
383,qwen3_8_max,75.8536202250701,2
383,gemini_3_1_pro_high,68.40353372822975,3
383,kimi_k3_max,58.13893471068055,4
383,gpt_5_6_sol_max,43.498335566100565,5
383,claude_fable_5_max,38.13102769505541,6
383,deepseek_v4_flash_max,36.290381418533066,7
383,gpt_5_5_xhigh,29.543050584667753,8
383,glm_5_2_max,23.124057028105195,9
383,deepseek_v4_pro_max,22.714201127988975,10
384,gpt_5_6_sol_max,72.07175049132593,1
384,claude_opus_4_8_max,55.16681866835725,2
384,kimi_k3_max,52.10826073693137,3
384,gpt_5_5_xhigh,39.65627719053608,4
384,gemini_3_1_pro_high,34.31497463647257,5
384,claude_fable_5_max,33.97089630808651,6
384,deepseek_v4_pro_max,30.94301124949642,7
384,qwen3_8_max,20.33175576474256,8
384,glm_5_2_max,15.900515692685586,9
384,deepseek_v4_flash_max,10.582246901904476,10
385,gpt_5_5_xhigh,78.13867770387537,1
385,qwen3_8_max,74.63721640176603,2
385,gemini_3_1_pro_high,66.05666126622458,3
385,kimi_k3_max,61.58900980386926,4
385,claude_fable_5_max,59.142664399979154,5
385,claude_opus_4_8_max,42.52433276833967,6
385,deepseek_v4_flash_max,40.21127126499292,7
385,gpt_5_6_sol_max,35.39826498173611,8
385,glm_5_2_max,27.13800809562642,9
385,deepseek_v4_pro_max,9.331777099304672,10
386,claude_opus_4_8_max,63.218213580221985,1
386,gpt_5_6_sol_max,51.5006984637472,2
386,kimi_k3_max,48.67810836601465,3
386,deepseek_v4_pro_max,47.52091427901327,4
386,qwen3_8_max,32.87996905692155,5
386,gpt_5_5_xhigh,25.93726833201712,6
386,gemini_3_1_pro_high,25.535505287597285,7
386,claude_fable_5_max,24.345868821858744,8
386,glm_5_2_max,18.055850422283058,9
386,deepseek_v4_flash_max,12.7859926482079,10
387,claude_opus_4_8_max,79.93385975489298,1
387,gemini_3_1_pro_high,67.34567292921625,2
387,qwen3_8_max,55.428861217956864,3
387,gpt_5_5_xhigh,51.693590821973146,4
387,gpt_5_6_sol_max,51.02331632469945,5
387,claude_fable_5_max,45.769690725675844,6
387,deepseek_v4_pro_max,38.07476785228115,7
387,glm_5_2_max,27.8250482522471,8
387,kimi_k3_max,22.12973837178266,9
387,deepseek_v4_flash_max,19.48661714769399,10
388,qwen3_8_max,63.78213054584147,1
388,gpt_5_6_sol_max,53.148281424546504,2
388,gemini_3_1_pro_high,49.196360724878744,3
388,claude_fable_5_max,48.15817359646714,4
388,kimi_k3_max,46.17392802413711,5
388,claude_opus_4_8_max,37.82459946169513,6
388,deepseek_v4_flash_max,31.475816923552205,7
388,gpt_5_5_xhigh,28.50058399774648,8
388,glm_5_2_max,24.050216500423172,9
388,deepseek_v4_pro_max,20.45551669544296,10
389,gpt_5_6_sol_max,74.70043043999426,1
389,kimi_k3_max,70.42764369928545,2
389,gpt_5_5_xhigh,66.65122987309174,3
389,qwen3_8_max,61.55009502234219,4
389,claude_fable_5_max,61.19521307109049,5
389,deepseek_v4_pro_max,40.32551931445257,6
389,deepseek_v4_flash_max,30.812615865670246,7
389,claude_opus_4_8_max,27.581697621070596,8
389,gemini_3_1_pro_high,26.393507247166617,9
389,glm_5_2_max,14.776466824371587,10
390,claude_fable_5_max,88.65482179189016,1
390,gpt_5_6_sol_max,62.611737210332834,2
390,gemini_3_1_pro_high,61.625191874300675,3
390,gpt_5_5_xhigh,57.230191718547616,4
390,qwen3_8_max,50.42464644271206,5
390,deepseek_v4_flash_max,41.34669958879734,6
390,claude_opus_4_8_max,36.33558295202283,7
390,glm_5_2_max,29.16497046116471,8
390,deepseek_v4_pro_max,23.540726667966986,9
390,kimi_k3_max,23.01550037143392,10
391,claude_opus_4_8_max,57.13617000016182,1
391,gpt_5_6_sol_max,55.316308017132656,2
391,claude_fable_5_max,52.59746851697001,3
391,kimi_k3_max,38.2243824698501,4
391,qwen3_8_max,35.69244211805835,5
391,deepseek_v4_pro_max,34.38744866038502,6
391,gemini_3_1_pro_high,29.233951729265154,7
391,deepseek_v4_flash_max,21.66744079833631,8
391,gpt_5_5_xhigh,21.202360404526452,9
391,glm_5_2_max,16.225832347517184,10
392,claude_opus_4_8_max,80.93591416482951,1
392,gemini_3_1_pro_high,73.51852369447023,2
392,gpt_5_5_xhigh,71.83090678991425,3
392,qwen3_8_max,47.19599710729216,4
392,claude_fable_5_max,45.690164992627416,5
392,gpt_5_6_sol_max,37.62317215943926,6
392,deepseek_v4_pro_max,36.29649287317278,7
392,glm_5_2_max,34.26103681011454,8
392,deepseek_v4_flash_max,19.493078715415233,9
392,kimi_k3_max,17.24549492870359,10
393,gpt_5_5_xhigh,92.21786111248718,1
393,gemini_3_1_pro_high,77.80085625031774,2
393,kimi_k3_max,70.35936387122328,3
393,claude_opus_4_8_max,65.49888590878626,4
393,qwen3_8_max,52.728078776085,5
393,deepseek_v4_flash_max,46.65499085233168,6
393,glm_5_2_max,40.371721977313705,7
393,gpt_5_6_sol_max,38.632474455968065,8
393,claude_fable_5_max,33.26330130269057,9
393,deepseek_v4_pro_max,8.418169108666664,10
394,claude_opus_4_8_max,70.93245513846738,1
394,gemini_3_1_pro_high,54.30010096176707,2
394,gpt_5_6_sol_max,52.855935377814305,3
394,deepseek_v4_pro_max,47.82837782966299,4
394,kimi_k3_max,40.43552669867305,5
394,claude_fable_5_max,33.4779030335937,6
394,gpt_5_5_xhigh,31.84544756931976,7
394,qwen3_8_max,23.116519779408573,8
394,glm_5_2_max,17.815382980183998,9
394,deepseek_v4_flash_max,4.546719423879874,10
395,gpt_5_5_xhigh,66.01894247222599,1
395,claude_fable_5_max,65.61333472937724,2
395,gpt_5_6_sol_max,61.97000418377944,3
395,claude_opus_4_8_max,56.657132904697264,4
395,qwen3_8_max,55.64606462093528,5
395,gemini_3_1_pro_high,40.97555484756356,6
395,deepseek_v4_pro_max,32.9100054794166,7
395,glm_5_2_max,24.94010278301171,8
395,kimi_k3_max,16.13660568713068,9
395,deepseek_v4_flash_max,14.539774342868494,10
396,gpt_5_6_sol_max,75.23607905241425,1
396,claude_fable_5_max,58.38230249493875,2
396,kimi_k3_max,53.792056904082266,3
396,qwen3_8_max,45.10401351340131,4
396,deepseek_v4_pro_max,40.51470810797046,5
396,gemini_3_1_pro_high,35.94848717171089,6
396,gpt_5_5_xhigh,30.908620351966455,7
396,claude_opus_4_8_max,24.78144924398931,8
396,deepseek_v4_flash_max,24.6045838533733,9
396,glm_5_2_max,10.35966228110488,10
397,kimi_k3_max,89.80623029066214,1
397,claude_fable_5_max,71.73306068126257,2
397,gemini_3_1_pro_high,69.09595615674986,3
397,qwen3_8_max,58.83481129414974,4
397,gpt_5_6_sol_max,54.4983114120361,5
397,claude_opus_4_8_max,32.175516549096415,6
397,deepseek_v4_pro_max,27.624500427121795,7
397,gpt_5_5_xhigh,27.206314285204215,8
397,glm_5_2_max,15.482345726598286,9
397,deepseek_v4_flash_max,11.225573569155632,10
398,gpt_5_6_sol_max,66.67860851562722,1
398,claude_opus_4_8_max,44.59820977567512,2
398,qwen3_8_max,40.5265624276587,3
398,deepseek_v4_pro_max,33.251446549845475,4
398,claude_fable_5_max,33.094682955775696,5
398,kimi_k3_max,29.04551818382573,6
398,gpt_5_5_xhigh,24.717261991615977,7
398,deepseek_v4_flash_max,23.27380722955383,8
398,glm_5_2_max,20.164912485640517,9
398,gemini_3_1_pro_high,10.586391131543557,10
399,gpt_5_5_xhigh,69.07904410649084,1
399,kimi_k3_max,65.13567395515068,2
399,claude_fable_5_max,59.473715068292165,3
399,qwen3_8_max,50.410224894295574,4
399,claude_opus_4_8_max,46.7379398815264,5
399,deepseek_v4_pro_max,33.339698649647815,6
399,gpt_5_6_sol_max,28.193494659146864,7
399,gemini_3_1_pro_high,24.533868307906175,8
399,glm_5_2_max,22.75409957006591,9
399,deepseek_v4_flash_max,5.413685069565625,10
400,gpt_5_5_xhigh,82.87469196118315,1
400,kimi_k3_max,63.26855419963861,2
400,gpt_5_6_sol_max,62.84538905552976,3
400,claude_fable_5_max,40.321321868219435,4
400,qwen3_8_max,39.485136157774264,5
400,gemini_3_1_pro_high,36.744265485859074,6
400,deepseek_v4_pro_max,35.512819999706245,7
400,deepseek_v4_flash_max,29.563575043880498,8
400,glm_5_2_max,21.15741003496862,9
400,claude_opus_4_8_max,18.06561943819794,10
401,claude_fable_5_max,61.34471471895817,1
401,gemini_3_1_pro_high,59.17285357713142,2
401,gpt_5_6_sol_max,56.06151197092866,3
401,qwen3_8_max,53.21201125348186,4
401,deepseek_v4_flash_max,42.27379932389994,5
401,gpt_5_5_xhigh,38.55060541143189,6
401,kimi_k3_max,37.70803662486946,7
401,claude_opus_4_8_max,31.147343583053395,8
401,glm_5_2_max,20.053115815895627,9
401,deepseek_v4_pro_max,16.29866807515862,10
402,gpt_5_5_xhigh,79.63845760709188,1
402,claude_fable_5_max,79.49450496066515,2
402,kimi_k3_max,65.34055015775598,3
402,gpt_5_6_sol_max,54.966382874299164,4
402,qwen3_8_max,41.22804504039917,5
402,deepseek_v4_flash_max,26.509401642801265,6
402,glm_5_2_max,24.726967691223436,7
402,deepseek_v4_pro_max,23.80701168060557,8
402,claude_opus_4_8_max,17.713416611123996,9
402,gemini_3_1_pro_high,16.75380745760785,10
403,claude_opus_4_8_max,70.16751082107017,1
403,gpt_5_5_xhigh,62.630744603494364,2
403,qwen3_8_max,61.84409393222497,3
403,gemini_3_1_pro_high,58.6478806236547,4
403,claude_fable_5_max,55.79715746772368,5
403,kimi_k3_max,53.402806764692556,6
403,gpt_5_6_sol_max,34.90274177423899,7
403,deepseek_v4_pro_max,28.260894191547642,8
403,glm_5_2_max,26.479663022972936,9
403,deepseek_v4_flash_max,15.944798422987928,10
404,kimi_k3_max,79.00087488620395,1
404,qwen3_8_max,74.66059691668887,2
404,gemini_3_1_pro_high,72.91951881086506,3
404,claude_fable_5_max,71.65723590412146,4
404,gpt_5_6_sol_max,59.00487361994062,5
404,gpt_5_5_xhigh,54.2213939497792,6
404,claude_opus_4_8_max,34.57360121999629,7
404,deepseek_v4_flash_max,25.73636782372777,8
404,deepseek_v4_pro_max,13.406427805975474,9
404,glm_5_2_max,12.580346400821618,10
405,claude_fable_5_max,80.03309546096156,1
405,claude_opus_4_8_max,76.35715451470269,2
405,qwen3_8_max,64.13147959561147,3
405,gpt_5_6_sol_max,59.50646157983129,4
405,gemini_3_1_pro_high,46.946067450727696,5
405,gpt_5_5_xhigh,34.93195746248477,6
405,deepseek_v4_flash_max,30.689507356763755,7
405,kimi_k3_max,27.92475052501993,8
405,glm_5_2_max,23.94667694466141,9
405,deepseek_v4_pro_max,19.39401535272622,10
406,gpt_5_5_xhigh,71.18676450781118,1
406,gemini_3_1_pro_high,71.07327930724252,2
406,qwen3_8_max,60.66981930661053,3
406,kimi_k3_max,52.03526019453632,4
406,gpt_5_6_sol_max,50.35934021358209,5
406,claude_opus_4_8_max,45.46277159910072,6
406,claude_fable_5_max,37.39221713816841,7
406,deepseek_v4_pro_max,35.71201763812497,8
406,glm_5_2_max,26.024658542028924,9
406,deepseek_v4_flash_max,18.36312470768875,10
407,claude_opus_4_8_max,81.28970506888692,1
407,gpt_5_6_sol_max,78.54686104737802,2
407,gemini_3_1_pro_high,65.31669348342007,3
407,qwen3_8_max,60.9072812494359,4
407,kimi_k3_max,44.22577280293579,5
407,claude_fable_5_max,40.691670921699895,6
407,glm_5_2_max,34.18488647853069,7
407,deepseek_v4_flash_max,33.5241346261651,8
407,gpt_5_5_xhigh,24.01164649985745,9
407,deepseek_v4_pro_max,14.426248291716416,10
408,gpt_5_6_sol_max,88.14756401740138,1
408,gemini_3_1_pro_high,63.752796454012916,2
408,qwen3_8_max,37.83742651396689,3
408,deepseek_v4_flash_max,36.798532279667356,4
408,gpt_5_5_xhigh,30.20871423234739,5
408,kimi_k3_max,28.634056649344082,6
408,claude_fable_5_max,24.818319108007035,7
408,claude_opus_4_8_max,23.568701924763474,8
408,glm_5_2_max,15.351491169924456,9
408,deepseek_v4_pro_max,9.555562728107745,10
409,gpt_5_6_sol_max,82.34594689321054,1
409,claude_opus_4_8_max,43.62714237341061,2
409,qwen3_8_max,42.63552544327717,3
409,gemini_3_1_pro_high,39.16858257920732,4
409,claude_fable_5_max,36.79590729216713,5
409,glm_5_2_max,27.122049543342573,6
409,gpt_5_5_xhigh,27.088684606188718,7
409,deepseek_v4_flash_max,26.689697327144167,8
409,deepseek_v4_pro_max,25.543324503478253,9
409,kimi_k3_max,23.432105675638134,10
410,claude_fable_5_max,71.69630415991539,1
410,gpt_5_6_sol_max,67.94819898094818,2
410,kimi_k3_max,56.7216890885003,3
410,qwen3_8_max,38.77188585593431,4
410,gemini_3_1_pro_high,38.69192446561854,5
410,glm_5_2_max,38.57515819526925,6
410,gpt_5_5_xhigh,28.488625873375447,7
410,claude_opus_4_8_max,21.99037306860505,8
410,deepseek_v4_flash_max,17.31465368022043,9
410,deepseek_v4_pro_max,16.589393240686174,10
411,claude_opus_4_8_max,73.12047471216127,1
411,claude_fable_5_max,67.94206440786677,2
411,gpt_5_6_sol_max,66.21550163725229,3
411,gemini_3_1_pro_high,48.230773126912396,4
411,gpt_5_5_xhigh,45.09960087160272,5
411,kimi_k3_max,38.71840823239897,6
411,qwen3_8_max,34.481890259182336,7
411,deepseek_v4_pro_max,21.991917927121474,8
411,glm_5_2_max,13.374509255799076,9
411,deepseek_v4_flash_max,12.108388856142113,10
412,claude_opus_4_8_max,80.76514580565146,1
412,gemini_3_1_pro_high,68.13331785018211,2
412,claude_fable_5_max,58.714223061806855,3
412,gpt_5_5_xhigh,49.49637206315208,4
412,qwen3_8_max,44.90368232218103,5
412,gpt_5_6_sol_max,37.98974556078178,6
412,glm_5_2_max,34.04930996824527,7
412,deepseek_v4_pro_max,21.597843928250565,8
412,deepseek_v4_flash_max,21.3877611055947,9
412,kimi_k3_max,14.838147197987713,10
413,gpt_5_6_sol_max,79.86794273063376,1
413,qwen3_8_max,44.83655355724011,2
413,claude_opus_4_8_max,41.83319862913535,3
413,deepseek_v4_flash_max,40.50212763342371,4
413,claude_fable_5_max,39.92328447123457,5
413,kimi_k3_max,32.05163387776503,6
413,gemini_3_1_pro_high,26.712740332171684,7
413,glm_5_2_max,26.56530700852543,8
413,gpt_5_5_xhigh,23.268669984044564,9
413,deepseek_v4_pro_max,14.17771804640708,10
414,claude_fable_5_max,80.3011373347354,1
414,claude_opus_4_8_max,59.1649443967966,2
414,kimi_k3_max,25.403091439578457,3
414,gpt_5_6_sol_max,18.103408930081343,4
414,gemini_3_1_pro_high,18.1019042740201,5
414,gpt_5_5_xhigh,18.02222505075316,6
414,qwen3_8_max,16.04404373450565,7
414,deepseek_v4_pro_max,13.788917634117837,8
414,deepseek_v4_flash_max,11.274086169620883,9
414,glm_5_2_max,7.9284892856281015,10
415,claude_fable_5_max,76.08948894176943,1
415,kimi_k3_max,64.28183616635508,2
415,gemini_3_1_pro_high,51.53209572873159,3
415,deepseek_v4_pro_max,43.45949418066442,4
415,qwen3_8_max,39.55206540075025,5
415,glm_5_2_max,38.22108536749285,6
415,gpt_5_6_sol_max,37.70820128426049,7
415,claude_opus_4_8_max,35.76141601631505,8
415,gpt_5_5_xhigh,18.41051140180815,9
415,deepseek_v4_flash_max,10.288306947235675,10
416,gpt_5_5_xhigh,74.98543917870555,1
416,kimi_k3_max,64.4020315700156,2
416,claude_opus_4_8_max,56.83234800385787,3
416,qwen3_8_max,56.04115469373275,4
416,gemini_3_1_pro_high,51.80285763634225,5
416,gpt_5_6_sol_max,40.903984848568555,6
416,claude_fable_5_max,40.52626037896309,7
416,deepseek_v4_pro_max,34.810431815807505,8
416,deepseek_v4_flash_max,19.928309165644396,9
416,glm_5_2_max,11.891143329733131,10
417,claude_fable_5_max,83.45329774421319,1
417,claude_opus_4_8_max,66.17421962579235,2
417,kimi_k3_max,66.02125778416803,3
417,gpt_5_5_xhigh,63.48940121459046,4
417,qwen3_8_max,60.672721773353686,5
417,gemini_3_1_pro_high,27.095565465042647,6
417,glm_5_2_max,26.435407069470436,7
417,deepseek_v4_pro_max,26.310165802858172,8
417,deepseek_v4_flash_max,25.777287861350736,9
417,gpt_5_6_sol_max,25.560501217961573,10
418,gemini_3_1_pro_high,73.52654805345945,1
418,gpt_5_6_sol_max,68.09647864095803,2
418,kimi_k3_max,53.591458159537304,3
418,gpt_5_5_xhigh,48.08203912349687,4
418,qwen3_8_max,45.6833442931637,5
418,claude_opus_4_8_max,35.661888692450184,6
418,claude_fable_5_max,24.078051705746745,7
418,deepseek_v4_flash_max,17.696932610998573,8
418,glm_5_2_max,15.945130626661433,9
418,deepseek_v4_pro_max,15.136037480422013,10
419,gpt_5_5_xhigh,81.3914550149726,1
419,claude_fable_5_max,76.62560052258348,2
419,gemini_3_1_pro_high,53.00881994156126,3
419,claude_opus_4_8_max,41.396749500596,4
419,deepseek_v4_flash_max,30.924178948811385,5
419,gpt_5_6_sol_max,30.771962941088717,6
419,glm_5_2_max,26.296537846524124,7
419,qwen3_8_max,23.840455918422848,8
419,kimi_k3_max,19.218789252479972,9
419,deepseek_v4_pro_max,11.516760993027471,10
420,claude_fable_5_max,73.03736988847876,1
420,claude_opus_4_8_max,55.761846363520625,2
420,kimi_k3_max,53.16052251699459,3
420,deepseek_v4_flash_max,47.087578119770065,4
420,gpt_5_6_sol_max,45.721960492663214,5
420,gemini_3_1_pro_high,42.531946935829595,6
420,glm_5_2_max,33.18242210464288,7
420,qwen3_8_max,31.710780309161166,8
420,gpt_5_5_xhigh,20.735755968079438,9
420,deepseek_v4_pro_max,17.71515607917526,10
421,gpt_5_6_sol_max,72.84780140576909,1
421,gemini_3_1_pro_high,69.70563357624786,2
421,claude_fable_5_max,57.9791232047604,3
421,claude_opus_4_8_max,53.304340838443764,4
421,qwen3_8_max,51.959205705639604,5
421,kimi_k3_max,38.291255146315905,6
421,glm_5_2_max,30.168391452297612,7
421,gpt_5_5_xhigh,28.508085664503362,8
421,deepseek_v4_pro_max,25.61611848680387,9
421,deepseek_v4_flash_max,24.768724159791848,10
422,kimi_k3_max,77.9871951854679,1
422,qwen3_8_max,68.75242669059516,2
422,gpt_5_5_xhigh,66.33929187667744,3
422,claude_fable_5_max,57.750412521152306,4
422,deepseek_v4_pro_max,40.64394961584957,5
422,gpt_5_6_sol_max,35.275403273064654,6
422,claude_opus_4_8_max,34.9757205196326,7
422,gemini_3_1_pro_high,29.723232480855405,8
422,deepseek_v4_flash_max,21.0716200081634,9
422,glm_5_2_max,18.512853286125356,10
423,gpt_5_6_sol_max,87.54622192877746,1
423,claude_opus_4_8_max,64.72569541906778,2
423,gemini_3_1_pro_high,44.05719541186462,3
423,gpt_5_5_xhigh,43.93210395576626,4
423,kimi_k3_max,33.83447081384874,5
423,qwen3_8_max,28.965693351204557,6
423,claude_fable_5_max,25.512625110785695,7
423,deepseek_v4_pro_max,22.068334753192993,8
423,deepseek_v4_flash_max,18.5749103544149,9
423,glm_5_2_max,12.986162631829265,10
424,claude_fable_5_max,75.89414963485405,1
424,claude_opus_4_8_max,48.33874441881874,2
424,kimi_k3_max,47.786597517543605,3
424,gpt_5_5_xhigh,40.11751336748545,4
424,gemini_3_1_pro_high,38.34030266135771,5
424,qwen3_8_max,32.636378486750075,6
424,deepseek_v4_pro_max,25.060932908558662,7
424,glm_5_2_max,20.595069875320206,8
424,deepseek_v4_flash_max,19.38097011074222,9
424,gpt_5_6_sol_max,18.884779796107992,10
425,claude_opus_4_8_max,71.33346246752464,1
425,gpt_5_6_sol_max,63.93578520988372,2
425,gpt_5_5_xhigh,59.99526253916526,3
425,deepseek_v4_pro_max,41.38254420728303,4
425,claude_fable_5_max,38.52372388847671,5
425,qwen3_8_max,33.949703205030616,6
425,gemini_3_1_pro_high,31.674631705757424,7
425,kimi_k3_max,24.060947814228896,8
425,glm_5_2_max,19.25188244075113,9
425,deepseek_v4_flash_max,13.239857763110951,10
426,claude_opus_4_8_max,87.43257317599398,1
426,gpt_5_6_sol_max,77.37436600612732,2
426,gemini_3_1_pro_high,70.05040517752423,3
426,qwen3_8_max,49.89346511075905,4
426,claude_fable_5_max,32.14031172819691,5
426,kimi_k3_max,29.92416464019614,6
426,deepseek_v4_pro_max,27.286468313937593,7
426,glm_5_2_max,24.308780853910292,8
426,gpt_5_5_xhigh,21.77842743168918,9
426,deepseek_v4_flash_max,16.923193587552152,10
427,gpt_5_6_sol_max,62.91537080404116,1
427,kimi_k3_max,62.595846831419834,2
427,gpt_5_5_xhigh,62.236043718819985,3
427,gemini_3_1_pro_high,57.66894962214377,4
427,claude_fable_5_max,51.67921364536455,5
427,qwen3_8_max,33.30994080212265,6
427,claude_opus_4_8_max,27.175565929502866,7
427,deepseek_v4_pro_max,26.528300070855714,8
427,glm_5_2_max,19.696742232423258,9
427,deepseek_v4_flash_max,15.64693318611679,10
428,gpt_5_6_sol_max,88.33521013830251,1
428,qwen3_8_max,49.381072751385716,2
428,kimi_k3_max,38.8801871703758,3
428,claude_fable_5_max,33.068325094970575,4
428,deepseek_v4_flash_max,32.93218532177009,5
428,gpt_5_5_xhigh,32.288843463078926,6
428,gemini_3_1_pro_high,26.946655758013016,7
428,claude_opus_4_8_max,25.19418420568172,8
428,glm_5_2_max,12.148083682508354,9
428,deepseek_v4_pro_max,10.919076279668719,10
429,kimi_k3_max,75.74902737013339,1
429,claude_fable_5_max,75.59616559948147,2
429,qwen3_8_max,67.54608522623028,3
429,gpt_5_5_xhigh,63.78365585620744,4
429,gpt_5_6_sol_max,52.53826370414158,5
429,gemini_3_1_pro_high,48.51741585240198,6
429,deepseek_v4_pro_max,44.28117557226079,7
429,glm_5_2_max,31.574122726761736,8
429,claude_opus_4_8_max,29.487375338637598,9
429,deepseek_v4_flash_max,13.672914201650226,10
430,claude_opus_4_8_max,75.10091662244203,1
430,claude_fable_5_max,67.86401503157853,2
430,gemini_3_1_pro_high,48.52335590850049,3
430,gpt_5_6_sol_max,45.70567176969097,4
430,gpt_5_5_xhigh,40.06658677266937,5
430,deepseek_v4_pro_max,36.00415342870955,6
430,kimi_k3_max,35.79420544352844,7
430,glm_5_2_max,22.63181961324308,8
430,qwen3_8_max,20.530226961084864,9
430,deepseek_v4_flash_max,15.48049671898463,10
431,claude_fable_5_max,66.25186976162348,1
431,claude_opus_4_8_max,61.875343731496365,2
431,qwen3_8_max,59.041178976479124,3
431,gpt_5_5_xhigh,49.795708885375404,4
431,gemini_3_1_pro_high,47.94346461825775,5
431,gpt_5_6_sol_max,33.74793695150109,6
431,kimi_k3_max,25.916141874892602,7
431,deepseek_v4_flash_max,24.195119410899558,8
431,glm_5_2_max,12.370515374996502,9
431,deepseek_v4_pro_max,8.546272591236857,10
432,claude_opus_4_8_max,67.7345436827387,1
432,kimi_k3_max,66.71521845314909,2
432,qwen3_8_max,57.03130255830731,3
432,claude_fable_5_max,55.276210749562395,4
432,gpt_5_5_xhigh,49.00612702838434,5
432,gemini_3_1_pro_high,43.95371004432527,6
432,deepseek_v4_pro_max,35.65239258840263,7
432,gpt_5_6_sol_max,32.06314960152829,8
432,glm_5_2_max,11.706507966422002,9
432,deepseek_v4_flash_max,7.289754110101499,10
433,claude_fable_5_max,85.86370771561518,1
433,kimi_k3_max,63.180452721638545,2
433,claude_opus_4_8_max,52.628790495320146,3
433,qwen3_8_max,51.58267257346074,4
433,gemini_3_1_pro_high,34.49441123485127,5
433,deepseek_v4_flash_max,32.996870701319146,6
433,gpt_5_5_xhigh,24.828474073243413,7
433,gpt_5_6_sol_max,23.96449511696367,8
433,deepseek_v4_pro_max,12.275371832242591,9
433,glm_5_2_max,11.50362765832545,10
434,kimi_k3_max,78.87449801706373,1
434,gpt_5_6_sol_max,74.66024674774295,2
434,gpt_5_5_xhigh,53.34076412364036,3
434,qwen3_8_max,48.359170571399915,4
434,gemini_3_1_pro_high,42.315027365369204,5
434,claude_opus_4_8_max,40.01693210330711,6
434,claude_fable_5_max,35.2208875099466,7
434,deepseek_v4_flash_max,30.80299872359928,8
434,glm_5_2_max,23.145109539183956,9
434,deepseek_v4_pro_max,10.279490547946159,10
435,claude_fable_5_max,79.30122900562581,1
435,gpt_5_6_sol_max,51.93322474288573,2
